iter	Logloss
220	0.4022194612
221	0.4021365403
222	0.4019496334
223	0.4017164157
224	0.4015208379
225	0.4014777101
226	0.4013464103
227	0.4011340408
228	0.4008735104
229	0.4006139309
230	0.4004022245
231	0.4002399417
232	0.4000090293
233	0.3997569004
234	0.3995703463
235	0.3993017671
236	0.3991598376
237	0.3990012682
238	0.3987569591
239	0.3987387307
240	0.3986131798
241	0.3985432706
242	0.3984452542
243	0.3984359479
244	0.3983085024
245	0.3980755047
246	0.3977609349
247	0.3975675621
248	0.3973331435
249	0.3971632894
250	0.3970253769
251	0.3969532123
252	0.3968010157
253	0.3966855579
254	0.3966636752
255	0.3964017106
256	0.3962639673
257	0.3960078565
258	0.3959945313
259	0.3958638463
260	0.3956995432
261	0.3955596678
262	0.3954878581
263	0.3954355809
264	0.3952888917
265	0.3952119237
266	0.3952076147
267	0.395020694
268	0.3948333364
269	0.3947532621
270	0.3947392826
271	0.3945783565
272	0.3944898359
273	0.3943940545
274	0.394111629
275	0.393878214
276	0.3937968834
277	0.3937928774
278	0.3936843732
279	0.3935579809
280	0.3934561815
281	0.3932196769
282	0.3930401541
283	0.3928667473
284	0.3927563189
285	0.3925589774
286	0.392459993
287	0.3923807245
288	0.3922316532
289	0.3921430696
290	0.3921114189
291	0.3919832011
292	0.3917976022
293	0.3917146347
294	0.3916171669
295	0.391491398
296	0.3913377217
297	0.3912901561
298	0.3912213283
299	0.3910771523
300	0.3909502254
301	0.3908152417
302	0.3907079355
303	0.3906089276
304	0.3905055849
305	0.3903847462
306	0.3902693146
307	0.3902458812
308	0.3901470249
309	0.3900959993
310	0.3900827392
311	0.3900538659
312	0.3899955584
313	0.3898684969
314	0.3897380457
315	0.3896212758
316	0.3895207163
317	0.3893912079
318	0.389256162
319	0.3891929176
320	0.3890567489
321	0.3889749
322	0.3888991727
323	0.3888139259
324	0.3887333366
325	0.3886233681
326	0.3884909576
327	0.3883631571
328	0.3883046354
329	0.3882816853
330	0.3882321184
331	0.3881482527
332	0.3880569702
333	0.3880074061
334	0.3879933746
335	0.3879017587
336	0.3878203637
337	0.3877293418
338	0.3876512802
339	0.38757081
340	0.3874950898
341	0.3874388502
342	0.387263708
343	0.3872446608
344	0.3871830677
345	0.3870421979
346	0.3869660606
347	0.3867787256
348	0.3867179268
349	0.3866533563
350	0.3865823267
351	0.3865087217
352	0.3864055364
353	0.3863358662
354	0.3862186241
355	0.386212072
356	0.3861399886
357	0.3860248551
358	0.3859502183
359	0.385854604
360	0.3857476664
361	0.3856589715
362	0.3855052427
363	0.3854553594
364	0.3854510995
365	0.3853716562
366	0.3852928747
367	0.3852102629
368	0.3851371076
369	0.3850747581
370	0.3850067288
371	0.3849440108
372	0.3848580377
373	0.3847392053
374	0.3846744764
375	0.3845811861
376	0.3845732729
377	0.3844701999
378	0.3844559097
379	0.3843702618
380	0.384359901
381	0.3842080909
382	0.3841374429
383	0.3840470652
384	0.3839114491
385	0.3838222529
386	0.3837586594
387	0.3836813731
388	0.383612607
389	0.3836053052
390	0.3835126245
391	0.3834816174
392	0.3834077641
393	0.3833555569
394	0.3832419607
395	0.3832339066
396	0.383205079
397	0.3831648574
398	0.3830681203
399	0.3829643886
400	0.3829189296
401	0.38285724
402	0.3827224281
403	0.3826989063
404	0.3826489432
405	0.3826440919
406	0.3825415569
407	0.3824518417
408	0.3823963252
409	0.3822720374
410	0.3821732297
411	0.3821153069
412	0.3819918395
413	0.3818994909
414	0.3818372901
415	0.3817782204
416	0.3817224953
417	0.381657782
418	0.3815708093
419	0.3815138362
420	0.3814851371
421	0.3814463266
422	0.3813999815
423	0.3813457907
424	0.3812759035
425	0.3811107267
426	0.3810675757
427	0.3810327815
428	0.3809471448
429	0.38090463
430	0.3808245668
431	0.3807651541
432	0.3807445954
433	0.3806690171
434	0.3805836537
435	0.3805534863
436	0.3805101315
437	0.3804391436
438	0.380384151
439	0.3803441531
440	0.3803429336
441	0.3803397618
442	0.3802717867
443	0.3801229873
444	0.3800275003
445	0.3799847865
446	0.3799763589
447	0.3798900129
448	0.3798031053
449	0.3797591579
450	0.3797067522
451	0.3796365751
452	0.3795696833
453	0.3795240445
454	0.3794017549
455	0.3793283482
456	0.379286404
457	0.3792595236
458	0.3792542721
459	0.379202152
460	0.3791777243
461	0.3791470986
462	0.3791385837
463	0.3791028342
464	0.3790833015
465	0.3789940146
466	0.3789875288
467	0.3789801483
468	0.3789221699
469	0.3788553129
470	0.3787992932
471	0.3787982754
472	0.3787714144
473	0.3787324654
474	0.3786553086
475	0.3786027156
476	0.3785575105
477	0.378555551
478	0.3785297058
479	0.3784772674
480	0.3784466485
481	0.3784352505
482	0.3783894703
483	0.3783216691
484	0.3782426548
485	0.3782417433
486	0.3781500371
487	0.3780976711
488	0.3780598803
489	0.37801936
490	0.3779431805
491	0.3779376846
492	0.3779331548
493	0.3778708571
494	0.3778642465
495	0.3778432991
496	0.3777934984
497	0.3777570789
498	0.3776680692
499	0.3776351433
500	0.3775976619
501	0.3775881063
502	0.3775285272
503	0.3774920807
504	0.3774442269
505	0.3774286926
506	0.377421468
507	0.3774213228
508	0.3773618496
509	0.3773225101
510	0.3772855572
511	0.3772379249
512	0.3771531207
513	0.3770868736
514	0.37702185
515	0.3769635709
516	0.3768589509
517	0.3768188526
518	0.3767907607
519	0.3767387538
520	0.3766863526
521	0.3766854095
522	0.3765995952
523	0.3765831024
524	0.3765690144
525	0.3765195964
526	0.3764963697
527	0.3764371435
528	0.3763881293
529	0.3763047346
530	0.3762378097
531	0.3762351944
532	0.3761916903
533	0.376151335
534	0.3761028482
535	0.3760680857
536	0.3760514713
537	0.3759946521
538	0.3759236378
539	0.3759176512
540	0.3759137734
541	0.3758301271
542	0.3757756267
543	0.3757542135
544	0.3756935657
545	0.3756093926
546	0.3755756023
547	0.3755204623
548	0.3754763896
549	0.3754756394
550	0.3754358097
551	0.3754163627
552	0.3753968307
553	0.3753833317
554	0.375364553
555	0.3752780243
556	0.3752192219
557	0.3751937492
558	0.3751835586
559	0.3751214251
560	0.3750933271
561	0.375092983
562	0.3750762903
563	0.3750728271
564	0.375040133
565	0.3749908481
566	0.3749372076
567	0.374898196
568	0.3748428194
569	0.3747636938
570	0.3746590833
571	0.374565296
572	0.3745178648
573	0.3745109707
574	0.3744573275
575	0.3744211337
576	0.3744021175
577	0.3743088243
578	0.3742515179
579	0.3742080386
580	0.3741484152
581	0.3741152986
582	0.3740505909
583	0.3740081321
584	0.374008073
585	0.3739524096
586	0.3738602856
587	0.3737994454
588	0.373728437
589	0.3736956666
590	0.3736382841
591	0.3736075225
592	0.3735675356
593	0.3735401308
594	0.37350909
595	0.3734826498
596	0.3734672068
597	0.3734130454
598	0.3734119228
599	0.373392949
600	0.3733910046
601	0.3733449896
602	0.3732634298
603	0.3732607517
604	0.3731800075
605	0.3731281576
606	0.3731009258
607	0.3730738499
608	0.3730126898
609	0.3729511237
610	0.3729494349
611	0.372947729
612	0.3729260785
613	0.3728881767
614	0.3728635391
615	0.372860276
616	0.3727901748
617	0.3727365257
618	0.3727106724
619	0.3726506627
620	0.3725891923
621	0.37257716
622	0.3725448703
623	0.3725172206
624	0.3724818061
625	0.3724537859
626	0.3723979229
627	0.3723335151
628	0.3723113984
629	0.3722590744
630	0.3722109589
631	0.3722105682
632	0.372160161
633	0.3721246661
634	0.3720977495
635	0.3720593337
636	0.3720121373
637	0.3719965013
638	0.3719613615
639	0.3719300434
640	0.37192655
641	0.3719113636
642	0.3718704709
643	0.371827994
644	0.3718272327
645	0.3717867827
646	0.3717557521
647	0.3717234888
648	0.3716594902
649	0.3716245964
650	0.3716003995
651	0.3715875376
652	0.3715307524
653	0.3714994956
654	0.3714382622
655	0.3713855936
656	0.371348498
657	0.3713460188
658	0.3713433111
659	0.3713318303
660	0.3713310659
661	0.3712947889
662	0.3712686176
663	0.3712482785
664	0.3712012365
665	0.3711821836
666	0.3711601652
667	0.3711349003
668	0.3710979485
669	0.3710820739
670	0.3710122735
671	0.3709821573
672	0.3709751531
673	0.3709463457
674	0.3709238715
675	0.3708977071
676	0.3708846787
677	0.3708489784
678	0.3708391653
679	0.3708198782
680	0.3708168598
681	0.3707945818
682	0.3707697909
683	0.3707229424
684	0.370707412
685	0.3706632162
686	0.3706593026
687	0.3705896077
688	0.3705549292
689	0.3705507842
690	0.3705050038
691	0.3704336285
692	0.3704275259
693	0.3704092198
694	0.3703654725
695	0.370315948
696	0.3703073099
697	0.3703019889
698	0.3703007093
699	0.3702656193
700	0.370228345
701	0.3702027862
702	0.3701982245
703	0.3701391975
704	0.3701058831
705	0.370077568
706	0.3700769986
707	0.3700700721
708	0.3700626892
709	0.3700617766
710	0.3700324262
711	0.3700154675
712	0.3699564781
713	0.3699138073
714	0.3698358921
715	0.3698011543
716	0.3697680567
717	0.3697660865
718	0.3697077884
719	0.3696771803
720	0.3696344989
721	0.3696072596
722	0.3695599095
723	0.3695475125
724	0.3695340412
725	0.3695140801
726	0.3694826779
727	0.3694591834
728	0.3694406204
729	0.3693721776
730	0.3693047584
731	0.369299285
732	0.3692844139
733	0.3692618141
734	0.3692220885
735	0.3691646142
736	0.3691247605
737	0.3690492273
738	0.3690141256
739	0.369013287
740	0.368974083
741	0.3689638291
742	0.3689006634
743	0.3688993224
744	0.3688660849
745	0.3688403997
746	0.3688236688
747	0.3688022365
748	0.3687508005
749	0.3687499171
750	0.368737169
751	0.3686976738
752	0.3686636372
753	0.3686337769
754	0.368628058
755	0.3685950941
756	0.3685599146
757	0.3685173187
758	0.3684726239
759	0.3684315075
760	0.3683992799
761	0.3683865768
762	0.3683575546
763	0.3683395085
764	0.3682644113
765	0.3682275482
766	0.3681428646
767	0.3680893335
768	0.3680815917
769	0.36804831
770	0.3680169348
771	0.3680048918
772	0.3679163893
773	0.3678998097
774	0.3678745591
775	0.3678415057
776	0.3678186508
777	0.3678001381
778	0.3677713685
779	0.3677499685
780	0.3676663115
781	0.3676108335
782	0.3675930336
783	0.367569749
784	0.3675445796
785	0.367487078
786	0.3673999123
787	0.3673733412
788	0.3673320855
789	0.3673227057
790	0.3672980117
791	0.3672578313
792	0.3672066691
793	0.3671889251
794	0.367184832
795	0.3671597884
796	0.3671389274
797	0.3670699912
798	0.3669881585
799	0.366950142
800	0.3669500495
801	0.3669071217
802	0.366818738
803	0.3667907059
804	0.3667861127
805	0.3667433024
806	0.3667197411
807	0.3666770885
808	0.3666444603
809	0.3666033897
810	0.366569287
811	0.3665223882
812	0.3664999949
813	0.3664963581
814	0.3664576537
815	0.3664567305
816	0.366438788
817	0.3664347259
818	0.3663718426
819	0.3663368422
820	0.3662899536
821	0.3662693234
822	0.3662595294
823	0.3662353366
824	0.3662113405
825	0.3661716735
826	0.3661517201
827	0.3661237048
828	0.3661103366
829	0.3660490094
830	0.3659941576
831	0.3659554887
832	0.3658769656
833	0.3658557604
834	0.3658464935
835	0.3658014507
836	0.3658008234
837	0.3657560504
838	0.3657041746
839	0.3656792228
840	0.3656719589
841	0.3656423433
842	0.3656343521
843	0.3656071706
844	0.3655793598
845	0.3655678922
846	0.3655404488
847	0.3655016642
848	0.3654933202
849	0.3654857866
850	0.3654652904
851	0.3654060944
852	0.365347625
853	0.3653126843
854	0.3653125188
855	0.3652456515
856	0.3652186248
857	0.365193649
858	0.3651627367
859	0.3650658102
860	0.3650033852
861	0.3649726242
862	0.3649199452
863	0.3648661514
864	0.3648412845
865	0.364808675
866	0.3647725828
867	0.3647349616
868	0.3647011419
869	0.3646821928
870	0.3646064773
871	0.3645567354
872	0.3645310752
873	0.3645304628
874	0.3644780277
875	0.3644333506
876	0.3643942588
877	0.3643582456
878	0.3643203804
879	0.3642853025
880	0.3642850475
881	0.3642464474
882	0.3642242369
883	0.3642086654
884	0.3641840482
885	0.3641520625
886	0.3641191585
887	0.3640953332
888	0.3640763232
889	0.3640678422
890	0.3640396527
891	0.3639667052
892	0.3639175534
893	0.3639163646
894	0.3638840351
895	0.3638345265
896	0.3638014117
897	0.3637671053
898	0.3637375542
899	0.3637160215
900	0.3636525662
901	0.3636065737
902	0.3635673809
903	0.363529816
904	0.363500105
905	0.3634700829
906	0.3634348847
907	0.3633948819
908	0.3633717926
909	0.3633536586
910	0.3633260168
911	0.3632738995
912	0.3632361738
913	0.3632097351
914	0.3631778343
915	0.3631734278
916	0.3631205311
917	0.3630936106
918	0.3630600443
919	0.3630388028
920	0.363032598
921	0.3630029887
922	0.3629795308
923	0.3629590087
924	0.3629226298
925	0.3629043732
926	0.3628566333
927	0.362845641
928	0.3628018807
929	0.3627798677
930	0.3627592904
931	0.3627401152
932	0.3627037227
933	0.3626799882
934	0.3626556955
935	0.3626300914
936	0.362606318
937	0.3625638386
938	0.3625473945
939	0.3625305254
940	0.3625106128
941	0.3624613265
942	0.3624277641
943	0.3623822375
944	0.3623442223
945	0.3623135072
946	0.3622818005
947	0.3622608203
948	0.3622378441
949	0.3622068824
950	0.3621883403
951	0.3621666388
952	0.3621310941
953	0.3621182711
954	0.3620942699
955	0.3620759441
956	0.3620499079
957	0.3620168205
958	0.3620162715
959	0.3620157255
960	0.3619782553
961	0.361943789
962	0.3619429535
963	0.3618942837
964	0.3618606971
965	0.3618460212
966	0.3618202081
967	0.3618076754
968	0.3617970483
969	0.3617661369
970	0.3617459017
971	0.3617223573
972	0.3617139178
973	0.3616746049
974	0.3616482738
975	0.3616259021
976	0.3616100327
977	0.3615698434
978	0.3615489941
979	0.3615273834
980	0.3614808428
981	0.3614666053
982	0.3614471442
983	0.3614351234
984	0.3614067942
985	0.361405824
986	0.3613888131
987	0.3613610474
988	0.3613398714
989	0.3613397445
990	0.3613387084
991	0.3613222925
992	0.3613044001
993	0.3612758105
994	0.3612565419
995	0.3612291125
996	0.3612102367
997	0.3611840668
998	0.3611718834
999	0.3611327015
